"championId","championname","role1","role2","championLevel","attack","defense","magic","difficulty","hp","mp","mpperlevel","movespeed","armor","spellblock","attackrange","hpregen","mpregen","crit","attackdamage","attackspeed","summoners_playing","total_championpoints"
"84","Akali","Assassin","n/a",4,5,3,8,7,575,200,0,345,23,37,125,8,50,0,62.4,0.625,440,7377620
"5","XinZhao","Fighter","Assassin",4,8,6,3,2,570,273.8,35,345,35,32.1,175,8,7.256,0,66,0.645,441,7355319
"48","Trundle","Fighter","Tank",6,7,6,2,5,616,281,45,350,37,32.1,175,6,7.5,0,68,0.67,164,7351171
"7","Leblanc","Assassin","Mage",4,1,4,10,9,528,334,50,340,21.88,30,525,7.5,6,0,54.88,0.625,437,7348955
"14","Sion","Tank","Fighter",6,5,9,3,5,545,330,42,345,32,32.1,175,7.5,8,0,68,0.679,156,7341144
"777","Yone","Assassin","Fighter",6,8,4,4,8,550,500,0,345,28,32,175,7.5,0,0,60,0.625,163,7324959
"105","Fizz","Assassin","Fighter",4,6,4,7,6,570,317.2,37,335,22.412,32.1,175,8,6,0,58.04,0.658,437,7322608
"777","Yone","Assassin","Fighter",4,8,4,4,8,550,500,0,345,28,32,175,7.5,0,0,60,0.625,436,7301116
"126","Jayce","Fighter","Marksman",4,8,4,3,7,560,375,45,335,27,30,125,6,6,0,54,0.658,437,7279287
"103","Ahri","Mage","Assassin",4,3,4,8,5,526,418,25,330,20.88,30,550,6.5,8,0,53.04,0.668,432,7252800
"887",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,7230702
"89","Leona","Tank","Support",4,4,8,3,4,576.16,302.2,40,335,47,32.1,125,8.5,6,0,60.04,0.625,436,7226453
"77","Udyr","Fighter","Tank",5,8,7,4,7,594,271,30,350,34,32.1,125,6,7.5,0,66,0.658,203,7218417
"246","Qiyana","Assassin","Fighter",6,0,2,4,8,590,320,50,335,28,32.1,150,8.5,8,0,64,0.625,137,7208056
"78","Poppy","Tank","Fighter",4,6,7,2,6,540,280,40,345,38,32,125,8,7,0,64,0.625,430,7192056
"875","Sett","Fighter","Tank",6,8,5,1,2,600,0,0,340,33,32,125,7,0,0,60,0.625,153,7170125
"112","Viktor","Mage","n/a",4,2,4,10,9,530,405,25,335,23,30,525,8,8,0,53,0.658,430,7155201
"58","Renekton","Fighter","Tank",4,8,5,2,3,575,100,0,345,35,32.1,125,8,0,0,69,0.665,427,7115598
"85","Kennen","Mage","Marksman",4,6,4,7,4,541,200,0,335,29,30,550,5.5,50,0,48,0.625,426,7105797
"234",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,427,7100195
"82","Mordekaiser","Fighter","n/a",4,4,6,7,4,575,100,0,335,37,32,175,5,0,0,61,0.625,425,7085503
"41","Gangplank","Fighter","n/a",4,7,6,4,9,540,282,40,345,35,32.1,125,6,7.5,0,64,0.658,417,7075724
"37","Sona","Support","Mage",5,5,2,8,4,482.36,340.6,45,325,28,30,550,5.5,11.5,0,49,0.644,186,7068445
"16","Soraka","Support","Mage",6,2,5,7,3,535,425,40,325,32,30,550,2.5,11.5,0,50,0.625,152,7065616
"101","Xerath","Mage","n/a",6,1,3,10,8,526,459,22,340,21.88,30,525,5.5,8,0,54.7,0.625,165,7045353
"86","Garen","Fighter","Tank",4,7,7,1,5,620,0,0,340,36,32.1,175,8,0,0,66,0.625,424,7038525
"51","Caitlyn","Marksman","Marksman",4,8,2,2,6,510,313.7,35,330,28,30,650,3.5,7.4,0,64,0.681,418,7010316
"91","Talon","Assassin","n/a",4,9,3,1,7,588,377.2,37,335,30,39,125,8.5,7.6,0,68,0.625,421,6989793
"28","Evelynn","Assassin","Mage",6,4,2,7,10,572,315.6,42,335,37,32.1,125,8.5,8.108,0,61,0.667,152,6982895
"3","Galio","Tank","Mage",4,1,10,6,5,562,500,40,335,24,32,150,8,9.5,0,59,0.625,417,6966932
"254","Vi","Fighter","Assassin",5,8,5,3,4,585,295,45,340,30,32.1,125,10,8,0,63,0.644,201,6953241
"50","Swain","Mage","Fighter",6,2,6,9,8,525,468,28.5,325,22.72,30,525,7,8,0,58,0.625,160,6907181
"81","Ezreal","Marksman","Mage",4,7,2,6,7,530,375,50,325,22,30,550,4,8.5,0,60,0.625,402,6894417
"30","Karthus","Mage","n/a",3,2,2,10,7,550,467,30.5,335,20.88,30,450,6.5,8,0,45.66,0.625,778,6856132
"429","Kalista","Marksman","Marksman",4,8,2,4,7,534,250,45,325,21,30,525,3.75,6.3,0,69,0.694,408,6845339
"164","Camille","Fighter","Tank",4,8,6,3,4,575.6,338.8,32,340,35,32.1,125,8.5,8.15,0,68,0.644,406,6814035
"421","RekSai","Fighter","n/a",6,8,5,2,3,570,100,0,335,36,32.1,175,7.5,0,0,64,0.667,147,6801407
"20","Nunu","Tank","Fighter",4,4,6,7,4,570,280,42,345,32,32.1,125,5,7,0,61,0.625,417,6795120
"69","Cassiopeia","Mage","n/a",6,2,3,9,10,560,350,40,328,18,32,550,5.5,8,0,53,0.647,160,6787474
"23","Tryndamere","Fighter","Assassin",4,10,5,2,5,625.64,100,0,345,33,32.1,125,8.5,0,0,69,0.67,407,6766171
"69","Cassiopeia","Mage","n/a",4,2,3,9,10,560,350,40,328,18,32,550,5.5,8,0,53,0.647,407,6744709
"34","Anivia","Mage","Support",5,1,4,10,10,480,495,25,325,21.22,30,600,5.5,8,0,51.376,0.625,164,6743000
"32","Amumu","Tank","Mage",6,2,6,8,3,613.12,287.2,40,335,33,32.1,125,9,7.382,0,53.38,0.736,142,6725495
"32","Amumu","Tank","Mage",3,2,6,8,3,613.12,287.2,40,335,33,32.1,125,9,7.382,0,53.38,0.736,764,6675484
"497","Rakan","Support","n/a",6,2,4,8,5,540,315,50,335,32,32.1,300,5,8.75,0,62,0.635,150,6656536
"10","Kayle","Fighter","Support",3,6,6,7,7,600,330,50,335,26,34,175,5,8,0,50,0.625,745,6655938
"57","Maokai","Tank","Mage",4,3,8,6,3,565,375,43,335,39,32.1,125,5,7.2,0,63.54,0.8,406,6635761
"875","Sett","Fighter","Tank",4,8,5,1,2,600,0,0,340,33,32,125,7,0,0,60,0.625,401,6631393
"236","Lucian","Marksman","Marksman",4,8,5,3,6,571,348.88,38,335,28,30,500,3.75,8.176,0,64,0.638,393,6617360
"9","Fiddlesticks","Mage","Support",4,2,3,9,9,580.4,500,28,335,34,30,480,5.5,8,0,55.36,0.625,401,6586812
"127","Lissandra","Mage","n/a",4,2,5,8,6,550,475,30,325,22,30,550,7,8,0,53,0.656,398,6568761
"37","Sona","Support","Mage",6,5,2,8,4,482.36,340.6,45,325,28,30,550,5.5,11.5,0,49,0.644,125,6568660
"2","Olaf","Fighter","Tank",4,9,5,3,3,597.24,315.6,42,350,35,32.1,125,8.5,7.466,0,68,0.694,394,6564459
"254","Vi","Fighter","Assassin",6,8,5,3,4,585,295,45,340,30,32.1,125,10,8,0,63,0.644,165,6555968
"3","Galio","Tank","Mage",6,1,10,6,5,562,500,40,335,24,32,150,8,9.5,0,59,0.625,169,6549417
"163","Taliyah","Mage","Support",4,1,7,8,5,532,425,30,335,20,30,525,7,9.335,0,58,0.625,395,6548587
"202","Jhin","Marksman","Mage",4,10,2,6,6,585,300,50,330,24,30,550,3.75,6,0,59,0.625,393,6544675
"223","TahmKench","Support","Tank",6,3,9,6,5,600,325,40,335,47,32.1,175,6.5,8,0,56,0.658,141,6494361
"55","Katarina","Assassin","Mage",4,4,3,9,8,602,0,0,340,27.88,32.1,125,7.5,0,0,58,0.658,387,6494247
"115","Ziggs","Mage","n/a",4,2,4,9,4,536,480,23.5,325,21.544,30,550,6.5,8,0,54.208,0.656,392,6474885
"32","Amumu","Tank","Mage",4,2,6,8,3,613.12,287.2,40,335,33,32.1,125,9,7.382,0,53.38,0.736,391,6464420
"267","Nami","Support","Mage",6,4,3,7,5,475,365,43,335,29,30,550,5.5,11.5,0,51.208,0.644,123,6413825
"102","Shyvana","Fighter","Tank",4,8,6,3,4,595,100,0,350,38,32.1,125,8.5,0,0,66,0.658,392,6386939
"145","Kaisa","Marksman","Marksman",4,8,5,3,6,600,344.88,38,335,28,30,525,3.5,8.2,0,59,0.644,381,6385458
"32","Amumu","Tank","Mage",5,2,6,8,3,613.12,287.2,40,335,33,32.1,125,9,7.382,0,53.38,0.736,209,6380945
"238","Zed","Assassin","n/a",4,9,2,1,7,584,200,0,345,32,32.1,125,7,50,0,63,0.651,381,6374007
"106","Volibear","Fighter","Tank",6,7,7,4,3,580,350,50,340,31,32,150,9,6.25,0,60,0.625,143,6350460
"28","Evelynn","Assassin","Mage",4,4,2,7,10,572,315.6,42,335,37,32.1,125,8.5,8.108,0,61,0.667,390,6334731
"48","Trundle","Fighter","Tank",4,7,6,2,5,616,281,45,350,37,32.1,175,6,7.5,0,68,0.67,384,6328769
"9","Fiddlesticks","Mage","Support",3,2,3,9,9,580.4,500,28,335,34,30,480,5.5,8,0,55.36,0.625,720,6325153
"50","Swain","Mage","Fighter",4,2,6,9,8,525,468,28.5,325,22.72,30,525,7,8,0,58,0.625,383,6304449
"16","Soraka","Support","Mage",4,2,5,7,3,535,425,40,325,32,30,550,2.5,11.5,0,50,0.625,382,6299701
"117","Lulu","Support","Mage",4,4,5,7,5,525,350,55,330,29,30,550,6,11,0,47,0.625,381,6292138
"78","Poppy","Tank","Fighter",6,6,7,2,6,540,280,40,345,38,32,125,8,7,0,64,0.625,143,6287291
"56","Nocturne","Assassin","Fighter",4,9,5,2,4,585,275,35,345,38,32.1,125,7,7,0,62,0.721,381,6287129
"85","Kennen","Mage","Marksman",6,6,4,7,4,541,200,0,335,29,30,550,5.5,50,0,48,0.625,142,6265794
"80","Pantheon","Fighter","Assassin",3,9,4,3,4,580,317.12,31,355,40,28,175,10,7.356,0,64,0.644,691,6241569
"36","DrMundo","Fighter","Tank",3,5,7,6,5,582.52,0,0,345,36,32.1,125,8,0,0,61.27,0.721,701,6216595
"36","DrMundo","Fighter","Tank",4,5,7,6,5,582.52,0,0,345,36,32.1,125,8,0,0,61.27,0.721,376,6190044
"115","Ziggs","Mage","n/a",6,2,4,9,4,536,480,23.5,325,21.544,30,550,6.5,8,0,54.208,0.656,164,6188845
"150","Gnar","Fighter","Tank",4,6,5,5,8,510,100,0,335,32,30,175,4.5,0,0,59,0.625,371,6175378
"14","Sion","Tank","Fighter",4,5,9,3,5,545,330,42,345,32,32.1,175,7.5,8,0,68,0.679,377,6160805
"82","Mordekaiser","Fighter","n/a",3,4,6,7,4,575,100,0,335,37,32,175,5,0,0,61,0.625,675,6153466
"234",NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144,6142996
"101","Xerath","Mage","n/a",3,1,3,10,8,526,459,22,340,21.88,30,525,5.5,8,0,54.7,0.625,690,6132640
"432","Bard","Support","Mage",4,4,4,5,9,560,350,50,330,34,30,500,5.5,6,0,52,0.625,367,6122287
"115","Ziggs","Mage","n/a",3,2,4,9,4,536,480,23.5,325,21.544,30,550,6.5,8,0,54.208,0.656,686,6110646
"268","Azir","Mage","Marksman",4,6,3,8,9,552,480,21,335,19.04,30,525,7,8,0,52,0.625,368,6103640
"64","LeeSin","Fighter","Assassin",4,8,5,3,6,575,200,0,345,33,32.1,125,7.5,50,0,70,0.651,362,6091417
"15","Sivir","Marksman","Marksman",3,9,3,1,4,562,284,50,335,26,30,500,3.25,8,0,63,0.625,681,6082896
"54","Malphite","Tank","Fighter",3,5,9,7,2,574.2,282.2,40,335,37,32.1,125,7,7.324,0,61.97,0.736,666,6072288
"23","Tryndamere","Fighter","Assassin",6,10,5,2,5,625.64,100,0,345,33,32.1,125,8.5,0,0,69,0.67,142,6072118
"45","Veigar","Mage","n/a",3,2,2,10,7,505,490,26,340,23,32,550,6.5,8,0,52,0.625,670,6057009
"16","Soraka","Support","Mage",3,2,5,7,3,535,425,40,325,32,30,550,2.5,11.5,0,50,0.625,680,6053119
"122","Darius","Fighter","Tank",4,9,5,1,2,582.24,263,37.5,340,39,32.1,175,10,6.6,0,64,0.625,361,6052839
"67","Vayne","Marksman","Assassin",4,10,1,1,8,515,231.8,35,330,23,30,550,3.5,6.972,0,60,0.658,356,6049399
"42","Corki","Marksman","Marksman",3,8,3,6,6,518,350.16,34,325,28,30,550,5.5,7.424,0,55,0.638,673,6030717
"6","Urgot","Fighter","Tank",5,8,5,3,8,585,340,45,330,36,32.1,350,7.5,7.25,0,63,0.625,139,6026027
"30","Karthus","Mage","n/a",6,2,2,10,7,550,467,30.5,335,20.88,30,450,6.5,8,0,45.66,0.625,153,6024006
"142","Zoe","Mage","Support",4,1,7,8,5,560,425,25,340,20.8,30,550,6.5,8,0,58,0.625,357,6009698
"102","Shyvana","Fighter","Tank",6,8,6,3,4,595,100,0,350,38,32.1,125,8.5,0,0,66,0.658,152,6001311
"107","Rengar","Assassin","Fighter",4,7,4,2,8,585,4,0,345,34,32.1,125,7,0,0,68,0.667,357,5993106
"516","Ornn","Tank","Fighter",4,5,9,3,5,590,340.6,45,335,33,32.1,175,9,8.01,0,69,0.625,368,5987521
"56","Nocturne","Assassin","Fighter",6,9,5,2,4,585,275,35,345,38,32.1,125,7,7,0,62,0.721,148,5954881
"63","Brand","Mage","n/a",3,2,2,9,4,519.68,469,21,340,21.88,30,550,5.5,10.665,0,57.04,0.625,663,5946695
"518","Neeko","Mage","Support",5,1,1,9,5,540,450,30,340,21,30,550,7.5,7,0,48,0.625,129,5934275
"20","Nunu","Tank","Fighter",3,4,6,7,4,570,280,42,345,32,32.1,125,5,7,0,61,0.625,673,5928405
"154","Zac","Tank","Fighter",4,3,7,7,8,615,0,0,340,33,32,175,8,0,0,60,0.736,356,5926679
"360",NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,5923539
"119","Draven","Marksman","Marksman",4,9,3,1,8,605,360.56,39,330,29,30,550,3.75,8.042,0,60,0.679,355,5921462
"98","Shen","Tank","n/a",4,3,9,3,4,540,400,0,340,34,32.1,125,8.5,50,0,60,0.751,354,5913502
"106","Volibear","Fighter","Tank",4,7,7,4,3,580,350,50,340,31,32,150,9,6.25,0,60,0.625,362,5902752
"254","Vi","Fighter","Assassin",4,8,5,3,4,585,295,45,340,30,32.1,125,10,8,0,63,0.644,351,5878599
"777","Yone","Assassin","Fighter",3,8,4,4,8,550,500,0,345,28,32,175,7.5,0,0,60,0.625,651,5874282
"1","Annie","Mage","n/a",3,2,3,10,6,524,418,25,335,19.22,30,625,5.5,8,0,50.41,0.579,655,5870119
"221",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160,5847612
"22","Ashe","Marksman","Mage",3,7,3,2,4,570,280,32,325,26,30,600,3.5,6.972,0,61,0.658,649,5827105
"25","Morgana","Mage","Support",3,1,6,8,1,560,340,60,335,25,30,450,5.5,11,0,56,0.625,655,5810554
"147",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161,5790497
"523","Aphelios","Marksman","Marksman",6,6,2,1,10,530,348,42,325,28,26,550,3.25,6.5,0,57,0.64,140,5756216
"90","Malzahar","Mage","Assassin",6,2,2,9,6,537,375,27.5,335,18,30,500,6,8,0,55,0.625,129,5749768
"163","Taliyah","Mage","Support",6,1,7,8,5,532,425,30,335,20,30,525,7,9.335,0,58,0.625,141,5741712
"36","DrMundo","Fighter","Tank",5,5,7,6,5,582.52,0,0,345,36,32.1,125,8,0,0,61.27,0.721,177,5736207
"103","Ahri","Mage","Assassin",3,3,4,8,5,526,418,25,330,20.88,30,550,6.5,8,0,53.04,0.668,635,5730313
"3","Galio","Tank","Mage",3,1,10,6,5,562,500,40,335,24,32,150,8,9.5,0,59,0.625,632,5728208
"38","Kassadin","Assassin","Mage",3,3,5,8,8,576,397.6,67,335,19,30,150,6,6,0,58.852,0.64,640,5698374
"92","Riven","Fighter","Assassin",4,8,5,1,8,560,0,0,340,33,32.1,125,8.5,0,0,64,0.625,342,5696876
"412","Thresh","Support","Fighter",4,5,6,6,7,560.52,273.92,44,335,28,30,450,7,6,0,56,0.625,344,5693244
"86","Garen","Fighter","Tank",3,7,7,1,5,620,0,0,340,36,32.1,175,8,0,0,66,0.625,634,5688944
"887",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149,5688781
"31","Chogath","Tank","Mage",3,3,7,7,5,574.4,272.2,40,345,38,32.1,125,9,7.206,0,69,0.625,640,5646495
"4","TwistedFate","Mage","n/a",3,6,2,6,9,534,333,19,335,21,30,525,5.5,8,0,52,0.651,629,5644720
"62","MonkeyKing","Fighter","Tank",3,8,5,2,3,540,300,45,345,31,28,175,4,8,0,68,0.711,629,5635605
"360",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,339,5630540
"75","Nasus","Fighter","Tank",3,7,5,6,6,561.2,325.6,42,350,34,32.1,125,9,7.44,0,67,0.638,623,5627380
"40","Janna","Support","Mage",4,3,5,7,7,500,350,64,315,28,30,550,5.5,11.5,0,46,0.625,340,5623103
"19","Warwick","Fighter","Tank",5,9,5,3,3,550,280,35,335,33,32.1,125,4,7.466,0,65,0.638,174,5591181
"102","Shyvana","Fighter","Tank",3,8,6,3,4,595,100,0,350,38,32.1,125,8.5,0,0,66,0.658,633,5585450
"143","Zyra","Mage","Support",5,4,3,8,7,504,418,25,340,29,30,575,5.5,13,0,53.376,0.625,152,5583088
"876","Lillia","Fighter","Mage",4,0,2,10,8,580,410,50,330,20,32.1,325,9,11.5,0,61,0.625,342,5580490
"157","Yasuo","Fighter","Assassin",4,8,4,4,10,490,100,0,345,30,32,175,6.5,0,0,60,0.697,333,5578106
"497","Rakan","Support","n/a",4,2,4,8,5,540,315,50,335,32,32.1,300,5,8.75,0,62,0.635,336,5566832
"110","Varus","Marksman","Mage",3,7,3,4,2,530,360,33,330,27,30,575,3.5,8,0,61,0.658,615,5565774
"60","Elise","Mage","Fighter",4,6,5,7,9,534,324,50,330,27,30,550,5.5,6,0,55,0.625,334,5556125
"234",NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,612,5556002
"85","Kennen","Mage","Marksman",3,6,4,7,4,541,200,0,335,29,30,550,5.5,50,0,48,0.625,627,5552568
"99","Lux","Mage","Support",3,2,4,9,5,490,480,23.5,330,18.72,30,550,5.5,8,0,53.54,0.669,622,5538146
"18","Tristana","Marksman","Assassin",3,9,3,5,4,559,250,32,325,26,30,525,3.75,7.2,0,61,0.656,616,5534734
"35","Shaco","Assassin","n/a",4,8,4,6,9,587,297.2,40,350,30,32.1,125,8.5,7.156,0,63,0.694,336,5518697
"127","Lissandra","Mage","n/a",6,2,5,8,6,550,475,30,325,22,30,550,7,8,0,53,0.656,128,5514576
"133","Quinn","Marksman","Assassin",5,9,4,2,5,532.8,268.8,35,335,28,30,525,5.5,6.972,0,59,0.668,171,5511344
"17","Teemo","Marksman","Assassin",3,5,3,7,6,528,334,20,330,24.3,30,500,5.5,9.6,0,54,0.69,632,5510612
"5","XinZhao","Fighter","Assassin",3,8,6,3,2,570,273.8,35,345,35,32.1,175,8,7.256,0,66,0.645,611,5509032
"203","Kindred","Marksman","Marksman",3,8,2,2,4,540,300,35,325,29,30,500,7,7,0,65,0.625,605,5498994
"223","TahmKench","Support","Tank",4,3,9,6,5,600,325,40,335,47,32.1,175,6.5,8,0,56,0.658,335,5494853
"421","RekSai","Fighter","n/a",4,8,5,2,3,570,100,0,335,36,32.1,175,7.5,0,0,64,0.667,333,5490949
"78","Poppy","Tank","Fighter",3,6,7,2,6,540,280,40,345,38,32,125,8,7,0,64,0.625,619,5486967
"13","Ryze","Mage","Fighter",3,2,2,10,7,575,300,50,340,22,36,550,8,8,0,58,0.625,610,5485001
"23","Tryndamere","Fighter","Assassin",3,10,5,2,5,625.64,100,0,345,33,32.1,125,8.5,0,0,69,0.67,611,5478398
"68","Rumble","Fighter","Mage",4,3,6,8,10,589,100,0,345,31,32.1,125,8,0,0,61,0.644,332,5477887
"131","Diana","Fighter","Mage",3,7,6,8,4,570,375,25,345,31,32.1,150,7.5,8,0,57,0.625,605,5474514
"68","Rumble","Fighter","Mage",6,3,6,8,10,589,100,0,345,31,32.1,125,8,0,0,61,0.644,124,5467505
"69","Cassiopeia","Mage","n/a",3,2,3,9,10,560,350,40,328,18,32,550,5.5,8,0,53,0.647,615,5465362
"246","Qiyana","Assassin","Fighter",4,0,2,4,8,590,320,50,335,28,32.1,150,8.5,8,0,64,0.625,330,5461716
"89","Leona","Tank","Support",3,4,8,3,4,576.16,302.2,40,335,47,32.1,125,8.5,6,0,60.04,0.625,612,5451934
"29","Twitch","Marksman","Assassin",3,9,2,3,6,612,287.2,40,330,27,30,550,3.75,7.256,0,59,0.679,608,5413128
"74","Heimerdinger","Mage","Support",5,2,6,8,8,488,385,20,340,19.04,30,550,7,8,0,55.536,0.625,132,5399854
"106","Volibear","Fighter","Tank",3,7,7,4,3,580,350,50,340,31,32,150,9,6.25,0,60,0.625,608,5396544
"111","Nautilus","Tank","Fighter",3,4,6,6,6,576.48,400,47,325,39,32.1,175,8.5,8.626,0,61,0.706,604,5387420
"53","Blitzcrank","Tank","Fighter",3,4,8,5,4,582.6,267.2,40,325,37,32.1,125,8.5,8.5,0,61.54,0.625,596,5369749
"90","Malzahar","Mage","Assassin",4,2,2,9,6,537,375,27.5,335,18,30,500,6,8,0,55,0.625,322,5361319
"76","Nidalee","Assassin","Mage",3,5,4,7,8,545,295.6,45,335,28,30,525,6,6,0,61,0.638,593,5350185
"19","Warwick","Fighter","Tank",6,9,5,3,3,550,280,35,335,33,32.1,125,4,7.466,0,65,0.638,135,5346614
"28","Evelynn","Assassin","Mage",3,4,2,7,10,572,315.6,42,335,37,32.1,125,8.5,8.108,0,61,0.667,599,5339591
"161","Velkoz","Mage","n/a",3,2,2,10,8,520,469,21,340,21.88,30,525,5.5,8,0,54.9379,0.625,598,5339526
"254","Vi","Fighter","Assassin",3,8,5,3,4,585,295,45,340,30,32.1,125,10,8,0,63,0.644,596,5324668
"21","MissFortune","Marksman","Marksman",3,8,2,5,1,570,325.84,35,325,28,30,550,3.75,8.042,0,52,0.656,595,5315973
"12","Alistar","Tank","Support",3,6,9,5,7,600,350,40,330,44,32.1,125,8.5,8.5,0,62,0.625,604,5305185
"34","Anivia","Mage","Support",4,1,4,10,10,480,495,25,325,21.22,30,600,5.5,8,0,51.376,0.625,327,5300424
"161","Velkoz","Mage","n/a",6,2,2,10,8,520,469,21,340,21.88,30,525,5.5,8,0,54.9379,0.625,113,5296938
"223","TahmKench","Support","Tank",3,3,9,6,5,600,325,40,335,47,32.1,175,6.5,8,0,56,0.658,593,5273156
"43","Karma","Mage","Support",3,1,7,8,5,534,374,50,335,26,30,525,5.5,11.5,0,53.544,0.625,588,5237750
"84","Akali","Assassin","n/a",3,5,3,8,7,575,200,0,345,23,37,125,8,50,0,62.4,0.625,579,5202868
"20","Nunu","Tank","Fighter",6,4,6,7,4,570,280,42,345,32,32.1,125,5,7,0,61,0.625,135,5200770
"127","Lissandra","Mage","n/a",3,2,5,8,6,550,475,30,325,22,30,550,7,8,0,53,0.656,580,5191211
"134","Syndra","Mage","Support",3,2,3,9,8,523,480,40,330,24.712,30,550,6.5,8,0,53.872,0.625,578,5190121
"555","Pyke","Support","Assassin",3,9,3,1,7,600,415,50,330,45,32,150,7,8,0,62,0.667,572,5188851
"59","JarvanIV","Tank","Fighter",3,6,8,3,5,570,300,40,340,34,32.1,175,8,6.5,0,64,0.658,573,5178754
"7","Leblanc","Assassin","Mage",3,1,4,10,9,528,334,50,340,21.88,30,525,7.5,6,0,54.88,0.625,575,5173724
"163","Taliyah","Mage","Support",3,1,7,8,5,532,425,30,335,20,30,525,7,9.335,0,58,0.625,578,5171955
"19","Warwick","Fighter","Tank",3,9,5,3,3,550,280,35,335,33,32.1,125,4,7.466,0,65,0.638,587,5164520
"68","Rumble","Fighter","Mage",3,3,6,8,10,589,100,0,345,31,32.1,125,8,0,0,61,0.644,574,5153159
"876","Lillia","Fighter","Mage",3,0,2,10,8,580,410,50,330,20,32.1,325,9,11.5,0,61,0.625,577,5122932
"56","Nocturne","Assassin","Fighter",3,9,5,2,4,585,275,35,345,38,32.1,125,7,7,0,62,0.721,584,5120499
"201","Braum","Support","Tank",4,3,9,4,3,540,310.6,45,335,47,32.1,125,8.5,6,0,55.376,0.644,309,5111215
"48","Trundle","Fighter","Tank",3,7,6,2,5,616,281,45,350,37,32.1,175,6,7.5,0,68,0.67,575,5104468
"57","Maokai","Tank","Mage",3,3,8,6,3,565,375,43,335,39,32.1,125,5,7.2,0,63.54,0.8,567,5091061
"2","Olaf","Fighter","Tank",3,9,5,3,3,597.24,315.6,42,350,35,32.1,125,8.5,7.466,0,68,0.694,576,5088357
"50","Swain","Mage","Fighter",3,2,6,9,8,525,468,28.5,325,22.72,30,525,7,8,0,58,0.625,564,5087646
"498","Xayah","Marksman","Marksman",3,10,6,1,5,590,340,40,325,25,30,525,3.25,8.25,0,60,0.625,564,5079577
"120","Hecarim","Fighter","Tank",3,8,6,4,6,580,277.2,40,345,36,32.1,175,7,6.5,0,66,0.67,572,5077452
"711",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,5075516
"37","Sona","Support","Mage",4,5,2,8,4,482.36,340.6,45,325,28,30,550,5.5,11.5,0,49,0.644,308,5073775
"77","Udyr","Fighter","Tank",6,8,7,4,7,594,271,30,350,34,32.1,125,6,7.5,0,66,0.658,121,5059733
"126","Jayce","Fighter","Marksman",3,8,4,3,7,560,375,45,335,27,30,125,6,6,0,54,0.658,566,5052288
"26","Zilean","Support","Mage",4,2,5,8,6,504,452,30,335,24,30,550,5.5,11.335,0,51.64,0.625,311,5050662
"96","KogMaw","Marksman","Mage",3,8,2,5,6,565,325,40,330,24,30,500,3.75,8.75,0,61,0.665,560,5041554
"14","Sion","Tank","Fighter",3,5,9,3,5,545,330,42,345,32,32.1,175,7.5,8,0,68,0.679,564,5038153
"91","Talon","Assassin","n/a",3,9,3,1,7,588,377.2,37,335,30,39,125,8.5,7.6,0,68,0.625,565,5020062
"161","Velkoz","Mage","n/a",4,2,2,10,8,520,469,21,340,21.88,30,525,5.5,8,0,54.9379,0.625,304,5005101
"11","MasterYi","Assassin","Fighter",3,10,4,2,4,598.56,250.56,42,355,33,32.1,125,7.5,7.256,0,66,0.679,564,5004554
"2","Olaf","Fighter","Tank",6,9,5,3,3,597.24,315.6,42,350,35,32.1,125,8.5,7.466,0,68,0.694,124,5002543
"517","Sylas","Mage","Assassin",3,3,4,8,5,525,280,50,340,27,32,175,9,7,0,61,0.645,543,4968326
"875","Sett","Fighter","Tank",3,8,5,1,2,600,0,0,340,33,32,125,7,0,0,60,0.625,547,4962259
"79","Gragas","Fighter","Mage",3,4,7,6,5,600,400,47,330,35,32.1,125,5.5,6,0,64,0.675,553,4962166
"516","Ornn","Tank","Fighter",6,5,9,3,5,590,340.6,45,335,33,32.1,175,9,8.01,0,69,0.625,122,4960561
